Gene,OrigName,PIRATE_Cluster,Af293_name,Af293_Evalue,VOG,VOG_Evalue,Pfam_hits,SPROT_name,SPROT_Evalue,SPROT_gene,SPROT_taxa
COH-885_010455-T1,Afum_COH_885_mRNA_10093,g007671,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-26_009390-T1,Afum_AF100_12_26_mRNA_09191,g007672,NA,NA,NA,NA,NA,NA,NA,NA,NA
B5859_007157-T1,Afum_B5859_mRNA_06968,g007673,NA,NA,NA,NA,NA,NA,NA,NA,NA
AFIS1435-CDC-6_004111-T1,Afum_AFIS1435_CDC_6_mRNA_04033,g007674,Afu3g07050-T-p1,1.2e-146,NA,NA,WSC=2.9e-11,NA,NA,NA,NA
CM2495_009968-T1,Afum_CM2495_mRNA_09752,g007675,Afu7g06490-T-p1,1.8e-156,NA,NA,DeoC=2.9e-11,sp|Q7UPT7|DEOC_RHOBA,9.8e-56,DEOC_RHOBA,RHOBA
IFM-59359_002112-T1,Afum_IFM_59359_mRNA_01950,g007676,NA,NA,NA,NA,Ribosomal_L34e=2.6e-45,sp|P40525|RL34B_YEAST,2.6e-49,RL34B_YEAST,YEAST
ASFUM08-12-12-13_007693-T1,Afum_08_12_12_13_mRNA_07557,g007677,Afu4g14800-T-p1,1.1e-171,NA,NA,adh_short=9e-43;adh_short_C2=7.8e-34,sp|Q4WR19|HELC_ASPFU,6e-170,HELC_ASPFU,ASPFU
ASFUM08-12-12-13_006768-T1,Afum_08_12_12_13_mRNA_06641,g007678,Afu4g04480-T-p1,1.3e-146,NA,NA,DUF3245=7e-60,NA,NA,NA,NA
ASFUM08-12-12-13_003553-T1,Afum_08_12_12_13_mRNA_03485,g007679,Afu3g01210-T-p1,1.5e-170,NA,NA,DJ-1_PfpI=9.8e-17;ThiJ_like=1.3e-12,NA,NA,NA,NA
F21572_000885-T1,Afum_F21572_mRNA_00869,g007680,Afu2g10170-T-p1,5e-145,NA,NA,NAD_binding_10=7.6e-16,NA,NA,NA,NA
ASFUM08-12-12-13_001423-T1,Afum_08_12_12_13_mRNA_01402,g007681,Afu2g14850-T-p1,3e-177,NA,NA,ECH_1=9e-22,sp|O04469|ECI1_ARATH,2e-29,ECI1_ARATH,ARATH
ASFUM08-12-12-13_004005-T1,Afum_08_12_12_13_mRNA_03926,g007682,Afu3g06495-T-p1,4.2e-153,NA,NA,NA,NA,NA,NA,NA
AF106-6-3_007006-T1,Afum_AF106_6_3_mRNA_06773,g007683,Afu4g08130-T-p1,4e-118,NA,NA,HIG_1_N=1.6e-28,sp|B0Y606|RCF1_ASPFC,2.3e-116,RCF1_ASPFC,ASPFC
ASFUM08-12-12-13_005997-T1,Afum_08_12_12_13_mRNA_05890,g007684,NA,NA,NA,NA,Ribosomal_S19=8.3e-23,sp|P53733|RT19_YEAST,2.8e-25,RT19_YEAST,YEAST
CM2495_002920-T1,Afum_CM2495_mRNA_02832,g007685,Afu1g14190-T-p1,1.6e-94,NA,NA,PLAC8=1.7e-24,NA,NA,NA,NA
ASFUM08-12-12-13_007121-T1,Afum_08_12_12_13_mRNA_06989,g007686,Afu4g09250-T-p1,1.3e-111,NA,NA,DUF1772=3.7e-31,sp|A4DA85|ENCC_ASPFU,8.5e-22,ENCC_ASPFU,ASPFU
CM2733_008348-T1,Afum_CM2733_mRNA_08113,g007687,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM09-7500806_002300-T1,Afum_09_7500806_mRNA_02184,g007688,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMC2AF100-1-3_008795-T1,Afum_DMC2_AF100_1_3_mRNA_08486,g007689,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004401-T1,Afum_08_12_12_13_mRNA_04318,g007690,Afu3g10370-T-p1,2e-119,NA,NA,NA,NA,NA,NA,NA
CM2495_001922-T1,Afum_CM2495_mRNA_01859,g007691,NA,NA,NA,NA,Ribosomal_L29e=1.8e-23,sp|P05747|RL29_YEAST,1.3e-24,RL29_YEAST,YEAST
AF100-12-24_003836-T1,Afum_AF100_12_24_mRNA_03646,g007692,Afu3g03370-T-p1,1.8e-115,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-61_004234-T1,Afum_08_19_02_61_mRNA_04157,g007693,NA,NA,NA,NA,NA,NA,NA,NA,NA
AF100-12-3G_006214-T1,Afum_AF100_12_3G_mRNA_06016,g007694,NA,NA,NA,NA,DUF1962=1.7e-08,NA,NA,NA,NA
ASFUM08-12-12-13_001207-T1,Afum_08_12_12_13_mRNA_01188,g007695,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006648-T1,Afum_08_12_12_13_mRNA_06522,g007696,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009943-T1,Afum_08_12_12_13_mRNA_09763,g007697,NA,NA,NA,NA,NA,NA,NA,NA,NA
COH-400_002124-T1,Afum_COH_400_mRNA_01996,g007698,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006405-T1,Afum_08_12_12_13_mRNA_06282,g007699,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-19-02-30_000539-T1,Afum_08_19_02_30_mRNA_00529,g007700,NA,NA,NA,NA,NA,NA,NA,NA,NA
F21732_005585-T1,Afum_F21732_mRNA_05455,g007701,NA,NA,NA,NA,NA,sp|P42117|NDUA3_NEUCR,7.8e-29,NDUA3_NEUCR,NEUCR
ASFUM08-12-12-13_002847-T1,Afum_08_12_12_13_mRNA_02796,g007702,NA,NA,NA,NA,Tom5=4.8e-18,NA,NA,NA,NA
ASFUM08-12-12-13_006483-T1,Afum_08_12_12_13_mRNA_06360,g007703,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_000744-T1,Afum_08_12_12_13_mRNA_00729,g007704,Afu3g09480-T-p1,1.2e-154,NA,NA,adh_short=3.7e-38;adh_short_C2=6.1e-31,sp|B6H060|PRX6_PENRW,9.6e-30,PRX6_PENRW,PENRW
ASFUM08-12-12-13_006342-T1,Afum_08_12_12_13_mRNA_06219,g007705,Afu5g14680-T-p1,1.3e-149,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008470-T1,Afum_08_12_12_13_mRNA_08322,g007706,Afu6g09165-T-p1,4.8e-116,NA,NA,APG12=9.6e-31,sp|A4D9P4|ATG12_ASPFU,2.7e-114,ATG12_ASPFU,ASPFU
ASFUM08-12-12-13_005210-T1,Afum_08_12_12_13_mRNA_05119,g007707,Afu5g02820-T-p1,3.9e-130,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_010140-T1,Afum_08_12_12_13_mRNA_09958,g007708,Afu7g05500-T-p1,7.1e-154,NA,NA,GST_C=5.7e-17;GST_C_2=1.9e-09;GST_C_3=4.6e-11;GST_N=2.9e-16;GST_N_2=1.2e-10;GST_N_3=3.6e-12,sp|Q0CCY0|GEDE_ASPTN,3e-58,GEDE_ASPTN,ASPTN
DMC2AF100-1-8_007892-T1,Afum_DMC2_AF100_1_8_mRNA_07689,g007709,Afu5g14760-T-p1,9.8e-85,NA,NA,Dabb=9.2e-13,NA,NA,NA,NA
F21732_005832-T1,Afum_F21732_mRNA_05692,g007710,Afu5g11410-T-p1,6.3e-150,NA,NA,Polysacc_deac_1=4.7e-12,NA,NA,NA,NA
TP32_007832-T1,Afum_TP32_mRNA_07673,g007711,NA,NA,NA,NA,Synaptobrevin=1.3e-32,sp|Q92356|SYB1_SCHPO,3.9e-44,SYB1_SCHPO,SCHPO
CM5419_007754-T1,Afum_CM5419_mRNA_07573,g007712,NA,NA,NA,NA,NA,sp|A1C3L3|FAP1_STRPA,7.2e-210,FAP1_STRPA,STRPA
ASFUM08-12-12-13_003009-T1,Afum_08_12_12_13_mRNA_02958,g007713,Afu1g13830-T-p1,3.6e-87,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_000801-T1,Afum_12_7504462_mRNA_00791,g007714,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006673-T1,Afum_08_12_12_13_mRNA_06547,g007715,NA,NA,NA,NA,Con-6=1.5e-35;Con-6=1.5e-35,NA,NA,NA,NA
ASFUM08-12-12-13_001784-T1,Afum_08_12_12_13_mRNA_01752,g007716,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009718-T1,Afum_08_12_12_13_mRNA_09543,g007717,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM1F1SW-F4_003797-T1,Afum_1F1SW_F4_mRNA_03731,g007718,NA,NA,NA,NA,SPT_ssu-like=1.1e-23,NA,NA,NA,NA
ASFUM08-12-12-13_003398-T1,Afum_08_12_12_13_mRNA_03336,g007719,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009006-T1,Afum_08_12_12_13_mRNA_08852,g007720,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001752-T1,Afum_08_12_12_13_mRNA_01726,g007721,NA,NA,NA,NA,NA,sp|L7WME6|NOTB_ASPVE,2.8e-29,NOTB_ASPVE,ASPVE
ASFUM08-12-12-13_009765-T1,Afum_08_12_12_13_mRNA_09589,g007722,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006322-T1,Afum_08_12_12_13_mRNA_06199,g007723,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_009084-T1,Afum_08_12_12_13_mRNA_08930,g007724,Afu8g00790-T-p1,1.2e-97,NA,NA,DUF1757=2.6e-10,NA,NA,NA,NA
ASFUM08-12-12-13_006979-T1,Afum_08_12_12_13_mRNA_06850,g007725,Afu4g07860-T-p1,1.4e-92,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008549-T1,Afum_08_12_12_13_mRNA_08401,g007726,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004108-T1,Afum_08_12_12_13_mRNA_04029,g007727,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005520-T1,Afum_08_12_12_13_mRNA_05425,g007728,Afu5g06830-T-p1,6.6e-94,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_007702-T1,Afum_08_12_12_13_mRNA_07566,g007729,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7505054_004162-T1,Afum_12_7505054_mRNA_04077,g007730,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_006826-T1,Afum_08_12_12_13_mRNA_06699,g007731,Afu4g06370-T-p1,1.2e-82,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_005123-T1,Afum_08_12_12_13_mRNA_05032,g007732,Afu5g01990-T-p1,2.5e-106,NA,NA,Bys1=9e-17,sp|D4B0F8|TLP1_ARTBC,5e-52,TLP1_ARTBC,ARTBC
ASFUM08-12-12-13_008199-T1,Afum_08_12_12_13_mRNA_08054,g007733,Afu6g06600-T-p1,6.5e-97,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_001583-T1,Afum_08_12_12_13_mRNA_01561,g007734,Afu2g16370-T-p1,2.5e-86,NA,NA,Ribosomal_L32e=3.4e-51,sp|Q7RXY1|RL32_NEUCR,7.8e-64,RL32_NEUCR,NEUCR
AF100-12-37_002000-T1,Afum_AF100_12_37_mRNA_01908,g007735,Afu1g02820-T-p1,8.7e-138,NA,NA,Flavodoxin_2=6.4e-07;FMN_red=4e-09,sp|P42058|ALTA7_ALTAL,2.4e-96,ALTA7_ALTAL,ALTAL
ASFUM08-12-12-13_001902-T1,Afum_08_12_12_13_mRNA_01870,g007736,Afu1g02310-T-p1,2.4e-144,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008097-T1,Afum_08_12_12_13_mRNA_07952,g007737,Afu6g04700-T-p1,6.9e-165,NA,NA,IGPD=2.4e-56,sp|Q9HEG3|HIS7_NEUCR,1.8e-82,HIS7_NEUCR,NEUCR
ASFUM08-12-12-13_000397-T1,Afum_08_12_12_13_mRNA_00389,g007738,Afu2g03850-T-p1,4.2e-160,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_008677-T1,Afum_08_12_12_13_mRNA_08529,g007739,Afu6g11440-T-p1,6.4e-173,NA,NA,Putative_PNPOx=3.3e-06,sp|B8NM62|USTO_ASPFN,3.6e-102,USTO_ASPFN,ASPFN
ASFUM08-12-12-13_002926-T1,Afum_08_12_12_13_mRNA_02875,g007740,Afu1g13040-T-p1,7.3e-222,NA,NA,DSPc=5.4e-15,NA,NA,NA,NA
ASFUM08-12-12-13_008186-T1,Afum_08_12_12_13_mRNA_08041,g007741,NA,NA,NA,NA,Autophagy_act_C=4.2e-32,sp|A0A0E0RMV2|ATG10_GIBZE,4.7e-32,ATG10_GIBZE,GIBZE
MO54056EXP_002887-T1,Afum_MO54056EXP_mRNA_02825,g007742,Afu5g12730-T-p1,0,NA,NA,AMP-binding=3e-233;AMP-binding=3e-233;AMP-binding=3e-233;Condensation=1.6e-193;Condensation=1.6e-193;Condensation=1.6e-193;Condensation=1.6e-193;Condensation=1.6e-193;PP-binding=4.4e-42;PP-binding=4.4e-42;PP-binding=4.4e-42,sp|I1SAJ7|NRPS5_GIBZE,0,NRPS5_GIBZE,GIBZE
CM7555_007927-T1,Afum_CM7555_mRNA_07764,g007743_1,Afu1g14450-T-p1,1.5e-212,NA,NA,LysM=2.7e-09;LysM=2.7e-09;Pectate_lyase_3=6.9e-95;Pectate_lyase_3=6.9e-95,sp|D4B0V1|E13B_ARTBC,4e-212,E13B_ARTBC,ARTBC
ASFUM12-7504462_003562-T1,Afum_12_7504462_mRNA_03447,g007743_2,Afu1g14450-T-p1,1.2e-212,VOG02907,8.5e-21,LysM=1.2e-07;Pectate_lyase_3=8.3e-94;Pectate_lyase_3=8.3e-94,sp|D4B0V1|E13B_ARTBC,2.5e-212,E13B_ARTBC,ARTBC
CM2495_003317-T1,Afum_CM2495_mRNA_03224,g007744,Afu3g02760-T-p1,0,VOG01495,1.4e-36,ABC_membrane=7.2e-84;ABC_membrane=7.2e-84;ABC_tran=4.3e-68;ABC_tran=4.3e-68,sp|A0A1U8QG99|ATRC_EMENI,0,ATRC_EMENI,EMENI
F21732_010167-T1,Afum_F21732_mRNA_09940,g007745,Afu1g10390-T-p1,2.9e-158,VOG01495,1.6e-22,ABC_membrane=3.1e-32;ABC_membrane=3.1e-32;ABC_tran=1.4e-35;ABC_tran=1.4e-35,sp|Q4WT65|ABCB_ASPFU,8e-153,ABCB_ASPFU,ASPFU
ASFUM09-7500806_000039-T1,Afum_09_7500806_mRNA_00039,g007746_1,Afu1g16130-T-p1,0,NA,NA,E1-E2_ATPase=9e-49;Hydrolase=4.4e-24,sp|P38360|ATU1_YEAST,0,ATU1_YEAST,YEAST
AFIS-23107-CDC-12_010615-T1,Afum_AFIS_23107_CDC_12_mRNA_10348,g007746_2,Afu1g16130-T-p1,0,NA,NA,E1-E2_ATPase=2e-49;Hydrolase=4.6e-24,sp|P38360|ATU1_YEAST,0,ATU1_YEAST,YEAST
IFM-58401_001788-T1,Afum_IFM_58401_mRNA_01746,g007747,Afu5g14582-T-p1,4.5e-179,VOG00007,3.7e-25,Ank=6.5e-27;Ank=6.5e-27;Ank=6.5e-27;Ank_2=2e-49;Ank_2=2e-49;Ank_2=2e-49;Ank_3=4e-31;Ank_3=4e-31;Ank_3=4e-31;Ank_4=3.2e-24;Ank_4=3.2e-24;NACHT=1.1e-09;PNP_UDP_1=1e-15,sp|B2RXR6|ANR44_MOUSE,2.1e-88,ANR44_MOUSE,MOUSE
W72310_006652-T1,Afum_W72310_mRNA_06345,g007748,Afu6g08220-T-p1,0,NA,NA,Cullin=7.1e-210;Cullin_Nedd8=7.3e-26,sp|Q09760|CUL3_SCHPO,9e-148,CUL3_SCHPO,SCHPO
IFM-58401_002564-T1,Afum_IFM_58401_mRNA_02503,g007749,Afu1g09370-T-p1,0,NA,NA,PPR=4.1e-07;PPR_3=3.9e-11;PPR_3=3.9e-11,NA,NA,NA,NA
ASFUM08-19-02-30_005115-T1,Afum_08_19_02_30_mRNA_05020,g007750,Afu8g06310-T-p1,0,NA,NA,Patatin=4.7e-18,NA,NA,NA,NA
AF100-12-7G_002982-T1,Afum_AF100_12_7G_mRNA_02837,g007751,Afu2g13730-T-p1,2.6e-290,NA,NA,E2_bind=6e-32;ThiF=1.1e-58,sp|Q8TBC4|UBA3_HUMAN,1.1e-136,UBA3_HUMAN,HUMAN
ASFUM09-7500806_000010-T1,Afum_09_7500806_mRNA_00010,g007752_1,NA,NA,NA,NA,DUF3723=4.6e-143,NA,NA,NA,NA
AFIS-23107-CDC-12_005108-T1,Afum_AFIS_23107_CDC_12_mRNA_04956,g007752_2,NA,NA,NA,NA,DUF3723=1.7e-142,NA,NA,NA,NA
IFM-59073_007324-T1,Afum_IFM_59073_mRNA_07067,g007753,Afu4g10470-T-p1,0,NA,NA,Aminotran_1_2=5.7e-08;Aminotran_5=1.6e-10;DegT_DnrJ_EryC1=7.9e-07;Pyridoxal_deC=1.6e-19,sp|Q05567|SGPL_YEAST,6.5e-172,SGPL_YEAST,YEAST
ASFUM12-7504462_006453-T1,Afum_12_7504462_mRNA_06291,g007754,Afu4g09170-T-p1,0,NA,NA,HCO3_cotransp=3.5e-75;HCO3_cotransp=3.5e-75,sp|Q9HGM6|YHW5_SCHPO,9.9e-138,YHW5_SCHPO,SCHPO
ASFUM12-7505220_007379-T1,Afum_12_7505220_mRNA_07115,g007755,Afu4g13330-T-p1,0,NA,NA,DEAD=6.2e-48;DUF4217=2.2e-20;Helicase_C=9e-25,sp|Q4WQM4|HAS1_ASPFU,0,HAS1_ASPFU,ASPFU
ASFUM08-12-12-13_009405-T1,Afum_08_12_12_13_mRNA_09243,g007756,Afu8g04770-T-p1,0,NA,NA,ACAS_N=2.2e-08;AMP-binding=1.3e-41,sp|Q5ZLG0|AACS_CHICK,6.5e-147,AACS_CHICK,CHICK
AF293_000014-T1,Afum_AF293_mRNA_00014,g007757,Afu1g00230-T-p1,0,NA,NA,Kdo=9.1e-09,sp|B2AFA8|SPOK2_PODAN,2.5e-69,SPOK2_PODAN,PODAN
ASFUM08-19-02-30_010255-T1,Afum_08_19_02_30_mRNA_10063,g007758,Afu8g06490-T-p1,0,NA,NA,DUF3405=5.8e-171,NA,NA,NA,NA
ASFUM12-7504462_008036-T1,Afum_12_7504462_mRNA_07839,g007759,Afu1g01020-T-p1,1.1e-82,VOG00007,4.9e-32,Ank=1.2e-59;Ank=1.2e-59;Ank=1.2e-59;Ank=1.2e-59;Ank=1.2e-59;Ank=1.2e-59;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_2=3.3e-120;Ank_3=1.5e-63;Ank_3=1.5e-63;Ank_4=6.1e-75;Ank_4=6.1e-75;Ank_4=6.1e-75;Ank_4=6.1e-75;Ank_4=6.1e-75;Ank_4=6.1e-75;Ank_5=1.1e-72;Ank_5=1.1e-72;Ank_5=1.1e-72,sp|Q505D1|ANR28_MOUSE,5.6e-81,ANR28_MOUSE,MOUSE
B5288-CDC-16_001776-T1,Afum_B5288_CDC_16_mRNA_01684,g007760,Afu1g01560-T-p1,6.9e-170,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_004008-T1,Afum_08_12_12_13_mRNA_03929,g007761,Afu3g06530-T-p1,0,NA,NA,APS_kinase=3e-62;ATP-sulfurylase=1.3e-87;PUA_2=7.7e-56,sp|Q4WWN8|MET3_ASPFU,0,MET3_ASPFU,ASPFU
B5257-CDC-28_004448-T1,Afum_B5257_CDC_28_mRNA_04372,g007762,Afu7g08580-T-p1,0,NA,NA,Dynamin_M=1e-30;Dynamin_N=8.2e-28,sp|Q6TKS7|MX_CTEID,8.7e-40,MX_CTEID,CTEID
AF100-11B_002521-T1,Afum_AF100_11B_mRNA_02410,g007763,Afu1g09010-T-p1,0,VOG05726,1e-130,Anticodon_3=5.2e-16;tRNA-synt_1=1.9e-10;tRNA-synt_1g=4.3e-153,sp|P00958|SYMC_YEAST,4e-242,SYMC_YEAST,YEAST
CM2495_006820-T1,Afum_CM2495_mRNA_06653,g007764,Afu6g08080-T-p1,0,NA,NA,DUF5911=1.7e-16;Glyco_hydro_15=1.3e-50,sp|Q10211|YAY3_SCHPO,2.2e-177,YAY3_SCHPO,SCHPO
AF100-12-23_009265-T1,Afum_AF100_12_23_mRNA_09073,g007765,Afu8g04660-T-p1,0,NA,NA,CAP_GLY=8.9e-18;CLIP1_ZNF=1.3e-12;CLIP1_ZNF=1.3e-12,NA,NA,NA,NA
ASFUM08-12-12-13_009311-T1,Afum_08_12_12_13_mRNA_09155,g007766,Afu8g03930-T-p1,0,VOG01508,2.4e-203,FGGY_C=4.8e-06;HSP70=1.1e-229;MreB_Mbl=1.2e-18,sp|G0SCU5|SSB1_CHATD,0,SSB1_CHATD,CHATD
ASFUM08-12-12-13_000665-T1,Afum_08_12_12_13_mRNA_00650,g007767,Afu2g06320-T-p1,0,NA,NA,Rep-A_N=3.1e-24;REPA_OB_2=6.3e-39;Rep_fac-A_C=4.5e-60;tRNA_anti-codon=3.5e-13,sp|Q92372|RFA1_SCHPO,1.2e-188,RFA1_SCHPO,SCHPO
ASFUM08-12-12-13_002460-T1,Afum_08_12_12_13_mRNA_02418,g007768,Afu1g07700-T-p1,0,NA,NA,MFS_1=3.1e-33;Sugar_tr=7.1e-104,sp|P9WEZ6|ORYC_ASPOR,3.4e-74,ORYC_ASPOR,ASPOR
ASFUM08-12-12-13_001564-T1,Afum_08_12_12_13_mRNA_01542,g007769,Afu2g16160-T-p1,0,NA,NA,NA,NA,NA,NA,NA
ASFUM12-7504462_008039-T1,Afum_12_7504462_mRNA_07842,g007770_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_003491-T1,Afum_IFM_59361_mRNA_10343,g007770_2,NA,NA,NA,NA,NA,NA,NA,NA,NA
IFM-59361_005048-T1,Afum_IFM_59361_mRNA_10362,g007770_3,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASFUM08-12-12-13_002468-T1,Afum_08_12_12_13_mRNA_02426,g007771,Afu1g08767-T-p1,0,NA,NA,Hexapep=4.1e-11;Hexapep_2=5.5e-09;Mac=5.6e-14;Mac_assoc=2.2e-84;Zn_clus=1e-10,sp|P08632|NODL_RHILV,1.9e-21,NODL_RHILV,RHILV
ASFUM08-12-12-13_000681-T1,Afum_08_12_12_13_mRNA_00666,g007772,NA,NA,NA,NA,GMC_oxred_C=9.9e-18;GMC_oxred_N=3e-07,sp|Q5B2E9|P2OX_EMENI,4.3e-118,P2OX_EMENI,EMENI
AF100-10A_009305-T1,Afum_AF100_10A_mRNA_08975,g007773,Afu8g05140-T-p1,0,NA,NA,ERO1=8.5e-139,sp|Q7SEY9|ERO1_NEUCR,2.1e-194,ERO1_NEUCR,NEUCR
ASFUM08-12-12-13_001547-T1,Afum_08_12_12_13_mRNA_01525,g007774,Afu2g16020-T-p1,0,NA,NA,Cpn60_TCP1=6.1e-156,sp|O94501|TCPA_SCHPO,1.5e-265,TCPA_SCHPO,SCHPO
ASFUM08-12-12-13_000688-T1,Afum_08_12_12_13_mRNA_00673,g007775,Afu2g07480-T-p1,0,NA,NA,Zn_clus=3.1e-09,sp|K0E2F6|ECDB_ASPRU,9.4e-26,ECDB_ASPRU,ASPRU
ASFUM08-12-12-13_001088-T1,Afum_08_12_12_13_mRNA_01069,g007776,Afu2g11670-T-p1,0,NA,NA,HAUS6_N=2.2e-45,NA,NA,NA,NA
IFM-61610_004384-T1,Afum_IFM_61610_mRNA_04295,g007777,Afu3g10300-T-p1,0,NA,NA,GalKase_gal_bdg=5.5e-22;GHMP_kinases_C=1.7e-14;GHMP_kinases_N=1.6e-16,sp|P04385|GAL1_YEAST,5.5e-110,GAL1_YEAST,YEAST
ASFUM08-19-02-30_002480-T1,Afum_08_19_02_30_mRNA_02436,g007778,Afu1g09280-T-p1,5.2e-252,VOG05075,1.6e-34,PP2C=1.1e-82,sp|Q09173|PP2C3_SCHPO,6.9e-137,PP2C3_SCHPO,SCHPO
ASFUM08-12-12-13_001576-T1,Afum_08_12_12_13_mRNA_01554,g007779,Afu2g16300-T-p1,0,NA,NA,ILVD_EDD=7.6e-156,sp|Q9A9Z2|XYLD_CAUVC,1.4e-240,XYLD_CAUVC,CAUVC
AFUG-031815-1869_002443-T1,Afum_AFUG_031815_1869_mRNA_02297,g007780,Afu1g06860-T-p1,0,NA,NA,PP2C=3.6e-46,sp|O14189|PP2C5_SCHPO,5.2e-103,PP2C5_SCHPO,SCHPO
AZTEC-8-224_005306-T1,Afum_AZTEC_8_224_mRNA_05106,g007781,Afu3g04120-T-p1,0,NA,NA,NA,sp|O60070|ASH2_SCHPO,4.3e-40,ASH2_SCHPO,SCHPO
ASFUM08-12-12-13_006789-T1,Afum_08_12_12_13_mRNA_06662,g007782,Afu4g04680-T-p1,0,NA,NA,FGGY_C=1.3e-58;FGGY_N=7.5e-24,sp|Q04585|YDR09_YEAST,4.9e-184,YDR09_YEAST,YEAST
ASFUM08-12-12-13_001546-T1,Afum_08_12_12_13_mRNA_01524,g007783,Afu2g16010-T-p1,0,NA,NA,HGTP_anticodon=6.1e-13;ProRS-C_1=7.8e-27;tRNA-synt_2b=1.2e-20,sp|P38708|YHI0_YEAST,1.2e-222,YHI0_YEAST,YEAST
ASFUM08-12-12-13_005777-T1,Afum_08_12_12_13_mRNA_05680,g007784,Afu5g09360-T-p1,0,NA,NA,Metallophos=3.1e-38,sp|Q4WUR1|PP2B_ASPFU,0,PP2B_ASPFU,ASPFU
CM2495_002333-T1,Afum_CM2495_mRNA_02262,g007785,Afu1g07330-T-p1,0,NA,NA,ILVD_EDD=6.7e-163,sp|Q92RP0|ILVD1_RHIME,3.4e-136,ILVD1_RHIME,RHIME
IFM-59777_005435-T1,Afum_IFM_59777_mRNA_05192,g007786,Afu5g05490-T-p1,3.1e-300,NA,NA,Seryl_tRNA_N=6e-20;tRNA-synt_2b=1.3e-34,sp|O14018|SYSC_SCHPO,2.7e-165,SYSC_SCHPO,SCHPO
IFM-59359_001685-T1,Afum_IFM_59359_mRNA_09858,g007787,NA,NA,NA,NA,NAD_binding_6=2.9e-10,NA,NA,NA,NA
COH-400_000504-T1,Afum_COH_400_mRNA_00496,g007788,Afu6g01850-T-p1,4.1e-277,NA,NA,NA,NA,NA,NA,NA
AF100-12-24_001256-T1,Afum_AF100_12_24_mRNA_01235,g007789,Afu1g13890-T-p1,0,NA,NA,DUF1115=1e-49;PRP3=4.6e-75,sp|Q09856|PRP3_SCHPO,1.4e-98,PRP3_SCHPO,SCHPO
AF100-10B_007107-T1,Afum_AF100_10B_mRNA_06980,g007790,Afu5g10430-T-p1,0,NA,NA,MFS_1=6.9e-24;TRI12=2.6e-08,sp|A0A3G1DJE2|MFL2_PHOSM,6.6e-40,MFL2_PHOSM,PHOSM
AF100-12-8_000916-T1,Afum_AF100_12_8_mRNA_00899,g007791,Afu2g10550-T-p1,0,NA,NA,NA,sp|P08045|XFIN_XENLA,1.8e-85,XFIN_XENLA,XENLA
AF100-12-2_005380-T1,Afum_AF100_12_2_mRNA_05202,g007792,Afu3g06710-T-p1,0,NA,NA,Peptidase_C65=4.9e-59,sp|A8XDJ2|OTUBL_CAEBR,7.4e-28,OTUBL_CAEBR,CAEBR
