AZTEC-11-1066_000331-T1	14-3-3=3.3e-107
ASFUM117535A-1_008319-T1	DUF4982=3.6e-16;Glyco_hydro2_C5=5.6e-17;Glyco_hydro_2=5.4e-13;Glyco_hydro_2_N=4.8e-15
AF100-11A_002104-T1	Glyco_transf_41=4.9e-102;Glyco_transf_41=4.9e-102;TPR_10=8.6e-11;TPR_8=4.5e-14;TPR_8=4.5e-14
Afu-218-E11_009679-T1	Pkinase=4.9e-23
ASFUM08-19-02-46_008555-T1	zf-ANAPC11=9.2e-47;zf-rbx1=1.6e-21;zf-RING_2=1.7e-08
DMC2AF100-1-18_001985-T1	MCRA=1.9e-175
IFM-59356-2_006417-T1	MFS_1=5.4e-30
AZTEC-11-1066_002701-T1	S-AdoMet_synt_C=9.4e-69;S-AdoMet_synt_M=1.8e-48;S-AdoMet_synt_N=1.2e-44
AF100-12-3_006604-T1	Na_Ca_ex=4.9e-30;Na_Ca_ex=4.9e-30
AF100-12-3G_001644-T1	FrsA-like=4.6e-11;Peptidase_S9=4.4e-07
AF100-12-35_006727-T1	adh_short=3.6e-37;adh_short_C2=1.7e-49;KR=5.2e-15
ASFUM08-12-12-13_007960-T1	DAO=8.5e-24
B6081_003167-T1	Peptidase_S28=1e-46
TP32_003450-T1	Methyltransf_11=2.1e-11;Methyltransf_12=5.8e-21;Methyltransf_23=4.1e-14;Methyltransf_25=3.3e-13;Methyltransf_31=2.4e-10
AZTEC-3-226_001661-T1	Cu-oxidase=9.1e-24;Cu-oxidase_2=1e-28;Cu-oxidase_3=2.7e-42
AF100-12-2_009019-T1	Aminotran_1_2=1.2e-53
IFM-61407_006245-T1	Fungal_trans=9.8e-11;Zn_clus=2.4e-12
ASFUM08-12-12-13_007309-T1	3Beta_HSD=7.6e-08;AMP-binding=2.8e-68;Condensation=2.8e-10;Epimerase=3.4e-14;NAD_binding_4=1.2e-75;PP-binding=2e-09
AF100-12-38_002872-T1	Ank=4.1e-10;Ank_2=1.8e-08;Ank_4=8e-08;Ank_5=5e-11;TIG=4.9e-11
AF100-12-18_000755-T1	Mak10=1e-69
ASFUM08-12-12-13_005081-T1	MFS_1=6.3e-45
ASFUM08-12-12-13_009119-T1	Fungal_trans=1.5e-22
AF100-11-3_006045-T1	DCP2=8e-31;NUDIX=2.3e-18
AZTEC-17-234_006014-T1	MFS_1=8.2e-26;Sugar_tr=2.2e-105
ASFUM08-12-12-13_003445-T1	His_Phos_2=2.3e-40
AF300_002452-T1	DUF2293=9.1e-32
IFM-61407_010165-T1	Sulfotransfer_4=4.9e-47
ASFUM08-12-12-13_000957-T1	DUF3385=1.8e-66;FAT=5.1e-140;FATC=2.3e-15;FRB_dom=6.7e-44;PI3_PI4_kinase=3.6e-71
AF100-12-23_006368-T1	MFS_1=1.9e-49;Sugar_tr=3.1e-09
ASFUM08-12-12-13_004897-T1	MFS_1=4.5e-41;Sugar_tr=2.5e-08
ASFUM08-12-12-13_005009-T1	Tannase=1.6e-89
AF100-10B_006047-T1	Ran_BP1=6.1e-17
DMC2AF100-1-3_007135-T1	Abhydrolase_3=3.9e-10;COesterase=3.9e-66;MFS_1=2.4e-54
AF41_009480-T1	APH=2.1e-14
IFM-59359_001861-T1	Glutaredoxin=1e-06;GST_N=6.4e-16;GST_N_2=2.6e-17;GST_N_3=2.7e-17
AF100-10A_006909-T1	Glyco_hydro_2=2.4e-10;Ig_mannosidase=5.5e-22;Mannosidase_ig=5.5e-20
ASFUM08-19-02-46_000447-T1	FYVE=3.2e-17;UIM=7.2e-07;UIM=7.2e-07;VHS=1.6e-43
CM2495_001936-T1	COesterase=2.1e-62
DMC2AF100-1-15_004444-T1	RINT1_TIP1=2e-187
IFM-59356-2_009484-T1	RRM_1=1.3e-29;RRM_1=1.3e-29
ASFUM08-12-12-13_009120-T1	Iso_dh=7.5e-90
ASFUM08-19-02-46_009089-T1	Glyco_hydro_36N=3.4e-10;Melibiase=8.1e-39
ASFUM08-12-12-13_000857-T1	NFACT-C=2.9e-41;NFACT-R_1=1.7e-32;NFACT_N=1.1e-33
Af-M1509-D_003909-T1	Peptidase_M28=8e-35
CF098_008934-T1	Aminotran_1_2=2.5e-22;Cys_Met_Meta_PP=3.2e-08;DegT_DnrJ_EryC1=4.3e-11
ASFUM08-12-12-13_006313-T1	Fungal_trans=2.1e-14;Zn_clus=2.1e-10
SF2S9_006739-T1	DHquinase_I=2.9e-06
IFM-59356-2_004582-T1	ARID=6.3e-22
AF100-12-24_005746-T1	Acyl-CoA_dh_1=4.2e-42;Acyl-CoA_dh_2=1.9e-16;Acyl-CoA_dh_M=7.9e-30;Acyl-CoA_dh_N=4.8e-36
ASFUM08-12-12-13_010029-T1	RabGAP-TBC=3.2e-32
ASFUM08-12-12-13_004846-T1	Fungal_trans=1.1e-09
ASFUM84-NIH_006749-T1	Es2=9.8e-138
CF337_007354-T1	PH=2.4e-08;PH_6=5.1e-36
AF100-12-39_002815-T1	Ank=1.9e-25;Ank_2=3.5e-39;Ank_2=3.5e-39;Ank_2=3.5e-39;Ank_3=4.5e-23;Ank_4=6.4e-28;Ank_4=6.4e-28;Ank_5=1.3e-28;Ank_5=1.3e-28;CorA=1.8e-09
AF100-12-17_003842-T1	MFS_1=5.8e-29
DMC2AF100-1-3_008905-T1	Peroxidase_2=6.2e-46
AF100-12-3G_005716-T1	4HB=7.7e-33;ABC_tran=2e-49;ABC_tran=2e-49
ASFUM09-7500806_009882-T1	AAA_11=3.7e-40;AAA_11=3.7e-40;AAA_12=5e-48;AAA_19=2.1e-15;AAA_30=4e-13;RdRP=2.9e-113;ResIII=1.5e-07
ASFUM08-12-12-13_004387-T1	FCH=5.3e-18;SH3_1=2.1e-14;SH3_2=3.6e-11;SH3_9=9.2e-14
AF106-6-9_001610-T1	AAA=3.6e-10
IFM-61118_010284-T1	DUF1688=1.2e-169
W72310_003617-T1	Ank=2.8e-82;Ank=2.8e-82;Ank=2.8e-82;Ank=2.8e-82;Ank=2.8e-82;Ank=2.8e-82;Ank=2.8e-82;Ank=2.8e-82;Ank=2.8e-82;Ank_2=4.9e-112;Ank_2=4.9e-112;Ank_2=4.9e-112;Ank_2=4.9e-112;Ank_2=4.9e-112;Ank_2=4.9e-112;Ank_2=4.9e-112;Ank_2=4.9e-112;Ank_3=2.1e-85;Ank_3=2.1e-85;Ank_3=2.1e-85;Ank_3=2.1e-85;Ank_3=2.1e-85;Ank_3=2.1e-85;Ank_4=4.7e-92;Ank_4=4.7e-92;Ank_4=4.7e-92;Ank_4=4.7e-92;Ank_4=4.7e-92;Ank_5=9.6e-76;Ank_5=9.6e-76;Ank_5=9.6e-76;Ank_5=9.6e-76;Ank_5=9.6e-76
ASFUM08-12-12-13_005587-T1	CNH=9.5e-67;PH_5=7.2e-15;RhoGEF=4.2e-34
AF100-12-18_004723-T1	DUF2278=2.1e-46;Endosulfine=1.1e-12
AF100-12-21_004755-T1	Acyl-CoA_dh_1=5.2e-42;Acyl-CoA_dh_2=4.6e-16;Acyl-CoA_dh_M=4.1e-12;Fungal_trans=4.4e-15
SF3S1_008252-T1	DNA_pol_phi=2.5e-259
M5960-D_004292-T1	Scramblase=2.8e-56;Scramblase=2.8e-56
AF100-12-18_002478-T1	GCV_T=5.3e-80;GCV_T_C=1.4e-16
ASFUM08-19-02-46_005954-T1	Sugar_tr=1.2e-18
F21732_004026-T1	ABC1=4.3e-61
ASFUM08-12-12-13_003765-T1	MFS_1=1.1e-45
IFM-59359_006909-T1	Sec15=5.6e-111
AF100-10A_001543-T1	Catalase=1.4e-157;Catalase-rel=1.9e-17
ASFUM08-12-12-13_005021-T1	Questin_oxidase=1.7e-60
ASFUM08-12-12-13_005453-T1	STE=4.4e-58;zf-C2H2=1.7e-12;zf-C2H2=1.7e-12;zf-C2H2_4=4.1e-09
AZTEC-10-245_007643-T1	CPSF_A=5.4e-104;MMS1_N=5.9e-160
AZTEC-7-225_005664-T1	NTP_transf_2=1.5e-07;PAP_assoc=1.2e-20;TUTase=2e-17
ASFUM08-19-02-46_000422-T1	AZUL=2.2e-23;HECT=3.3e-76
NCPF-7816_001156-T1	DUF726=3e-122
CM3249b_006891-T1	Peptidase_C2=1.8e-66;Peptidase_C2=1.8e-66
ASFUM08-19-02-46_004736-T1	Fungal_trans_2=2.6e-19;Zn_clus=4.2e-09
AF100-12-8_001396-T1	Fungal_trans=1.9e-40;Zn_clus=7e-11
AZTEC-13-751_003815-T1	FAD_binding_8=1.3e-08;Ferric_reduct=2.7e-25;NAD_binding_6=1.1e-16
JN10_001079-T1	WD40=1.1e-20;WD40=1.1e-20
IFM-58401_004203-T1	AAA=9.2e-51
AZTEC-6-232_009150-T1	NB-ARC=5.3e-09;TPR_10=4.4e-09;TPR_12=1.3e-19
W72310_001332-T1	DEAD=4.5e-47;Helicase_C=6.3e-31;HMGL-like=4.6e-81;LeuA_dimer=1.1e-22
ASFUM08-12-12-13_009055-T1	UbiA=6.7e-25
AF106-6-2_000624-T1	Mcp5_PH=8e-48
AF100-10A_008389-T1	Fungal_trans=2.1e-13;Zn_clus=8.2e-10
B5859_005022-T1	CHAT=1.1e-35
ASFUM08-12-12-13_010093-T1	MFS_1=7.7e-41;MFS_1=7.7e-41;Sugar_tr=3.1e-83
ASFUM08-12-12-13_003105-T1	RNA_pol_Rpb1_1=1.3e-116;RNA_pol_Rpb1_2=1.5e-78;RNA_pol_Rpb1_3=4.7e-48;RNA_pol_Rpb1_4=2.3e-38;RNA_pol_Rpb1_5=1.7e-106;RNA_pol_Rpb1_6=1.1e-68;RNA_pol_Rpb1_7=9e-48;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21;RNA_pol_Rpb1_R=4.9e-21
AF100-12-7G_008021-T1	Amidohydro_1=7.6e-64
ASFUM08-12-12-13_001705-T1	FMO-like=3.3e-21;K_oxygenase=1.9e-08;NAD_binding_8=7.2e-08;Pyr_redox_2=3.3e-12;Pyr_redox_3=4.2e-14
ASFUM08-12-12-13_010246-T1	Fungal_trans=1.7e-21;Zn_clus=4.6e-09
AFIS-2302-CDC-18_008724-T1	Acyl_transf_3=1.2e-45
CM4946_009028-T1	FAD_binding_4=1.2e-23
CM2495_005468-T1	Mcp5_PH=1.1e-47;PH=1.4e-07
AF100-12-38_004988-T1	MFS_1=2e-17;Sugar_tr=2.8e-78
ASFUM08-19-02-30_003455-T1	DUF3435=5.8e-161
AF100-12-7G_005263-T1	MATH=2.4e-08;UCH=1.8e-52;UCH_1=2.9e-15;USP7_C2=3.3e-73;USP7_ICP0_bdg=3.8e-88
ASFUM08-12-12-13_010166-T1	AAA=1.2e-17
AF100-12-21_002397-T1	Ank_5=1.8e-19;PX=3.3e-07;VPS9=6.4e-19
ASFUM08-19-02-46_008237-T1	UCH=1.2e-59;UCH_1=1e-20
ASFUM08-12-12-13_004477-T1	Sec34=2.6e-52
ASFUM1F1SW-F4_007262-T1	An_peroxidase=2.2e-41;An_peroxidase=2.2e-41
F15390_001132-T1	ACBP=6.8e-24
ASFUM117535A-1_006477-T1	HATPase_c=2.8e-21;Response_reg=1.9e-16
AZTEC-17-234_006990-T1	Rtt106=6.2e-29
ASFUM08-12-12-13_005034-T1	Peptidase_S10=2.2e-107
DMC2AF100-1-3_004010-T1	Pectate_lyase_3=3.6e-69;Pectate_lyase_3=3.6e-69
F20063_006602-T1	Form_Nir_trans=2.3e-71
AF100-12-5_008149-T1	Glyco_hydro_47=2.8e-179;Glyco_hydro_47=2.8e-179
AF100-10A_005568-T1	Myosin_head=2.1e-269;Myosin_N=5.9e-11;Myosin_tail_1=6.6e-20
AF100-12-7_003453-T1	MFS_1=9.2e-17
ASFUM08-12-12-13_008848-T1	HORMA=2.4e-71
AF100-12-7G_003357-T1	PX=1.1e-17;Snx8_BAR_dom=9.5e-139
NCPF-7816_003570-T1	TPR_10=4.6e-60;TPR_10=4.6e-60;TPR_10=4.6e-60;TPR_10=4.6e-60;TPR_10=4.6e-60;TPR_12=3.5e-54;TPR_12=3.5e-54;TPR_12=3.5e-54;TPR_12=3.5e-54;TPR_7=2.4e-12
AF100-12-7G_008395-T1	DUF3336=9.4e-39;Patatin=1.3e-19
ASFUM08-19-02-46_004980-T1	Complex1_LYR=2.4e-19
AF100-12-35_005902-T1	MFS_1=1.4e-46;Sugar_tr=2e-17;TRI12=6.7e-18
F18329_006939-T1	CTD=4.5e-22;Spt5-NGN=1.9e-26;Spt5_N=2.2e-20
AF100-11B_004751-T1	Arylsulfotrans=3.7e-21;Arylsulfotran_2=4.7e-65
ASFUM08-12-12-13_004840-T1	Aminotran_1_2=1.3e-36;Cys_Met_Meta_PP=3.2e-06
AF100-12-18_007103-T1	AMP-binding=4.5e-58;AMP-binding_C=1.3e-15
IFM-60514_003911-T1	PLDc=1e-15;PLDc=1e-15;PLDc_2=1.1e-13
ASFUM08-12-12-13_002996-T1	Sfi1=1.1e-228
ASFUM08-19-02-46_002524-T1	HEAT=1.7e-17;HEAT_EZ=3.3e-17;IBN_N=8.4e-12
ASFUM08-19-02-30_006266-T1	MFS_1=8.1e-25
IFM-61407_004056-T1	SUR7=1.5e-27
ASFUM12-7504652_004600-T1	DUF3292=2.3e-288
ASFUM08-19-02-46_007404-T1	Acetyltransf_1=1.3e-16;Anoctamin=2.2e-124;FR47=3.8e-08
CM2141_006319-T1	GST_C=3.8e-11;GST_C_2=3.8e-07
AF106-6-3_009588-T1	FTP=2.1e-20;Peptidase_M36=1.7e-166
AF100-10A_002854-T1	Fer2_BFD=1.9e-16;NIR_SIR=7.5e-24;NIR_SIR_ferr=4.8e-12;Pyr_redox=6.5e-20;Pyr_redox_2=2.1e-46;Rieske=1e-15;Rieske_2=7.8e-17
AF100-10A_007663-T1	Fungal_trans_2=1.3e-10;Zn_clus=6.3e-09
AZTEC-11-1066_008503-T1	Fungal_trans=2.6e-23;Zn_clus=1e-08
ASFUM08-12-12-13_005788-T1	ABC2_membrane=5.9e-87;ABC2_membrane=5.9e-87;ABC2_membrane_3=1.6e-13;ABC2_membrane_7=3e-14;ABC_tran=2e-37;ABC_tran=2e-37;ABC_trans_N=2.5e-15;PDR_CDR=2.1e-27
AZTEC-12-128_008147-T1	DEAD=1.9e-49;Helicase_C=7.2e-34
AF100-12-17_003678-T1	p450=4.7e-60
ASFUM08-12-12-13_001738-T1	Methyltransf_2=6e-23
AF100-12-37_006824-T1	GGACT=1.8e-13
CM4602_000509-T1	Na_Ca_ex=4.6e-44;Na_Ca_ex=4.6e-44
AF100-12-7G_007660-T1	Hydantoinase_A=8.2e-105;Hydantoinase_B=1.1e-219;Hydant_A_C=3.1e-12;Hydant_A_N=3e-58
ASFUM08-12-12-13_005321-T1	Glyco_hydro_71=4.7e-137
AF100-12-35_000926-T1	DIE2_ALG10=8.6e-122;Tyr-DNA_phospho=7.8e-178
AZTEC-18-233_000309-T1	Hom_end=9.5e-07;Hom_end_hint=8.6e-10;PRO8NT=1.9e-81;PROCN=1e-235;PROCT=1.6e-49;PRP8_domainIV=2.2e-127;RRM_4=1e-48;U5_2-snRNA_bdg=9.6e-73;U6-snRNA_bdg=8.6e-86;U6-snRNA_bdg=8.6e-86
IFM-59356-2_000433-T1	Fungal_trans=1.7e-23
AF100-12-35_006734-T1	OPT=8.2e-168
TP32_009253-T1	RhoGEF=6.8e-38
AZTEC-6-232_001897-T1	EF-hand_4=2.5e-36;EF-hand_4=2.5e-36;UBA=2.5e-10
ASFUM08-12-12-13_006399-T1	MFS_1=7.4e-24
AF100-12-13_005381-T1	AWS=1.2e-11;SET=2.9e-19;SRI=7.8e-23
A1163_002694-T1	Nup84_Nup100=2e-181
AF100-12-26_003363-T1	MFS_1=9.6e-31;Sugar_tr=7e-89
IFM-59359_010233-T1	CDH-cyt=1.5e-28;Cytochrom_B561=5.7e-08;Fungal_trans_2=3.6e-08
IFM-61407_000418-T1	Oxidored_FMN=1.4e-61
AF100-11-3_008887-T1	Methyltransf_2=1.8e-24
AZTEC-13-751_009993-T1	RVT_1=9.1e-16;Telomerase_RBD=3.4e-49
AF100-12-18_001666-T1	Gly_transf_sug=4.2e-12;GST_C=1.2e-07
ATCC46645_005191-T1	DAO=1.9e-31
AF100-12-7G_004190-T1	p450=5.9e-45;p450=5.9e-45
AF100-12-5_005170-T1	AIRS_C=6.6e-40;AIRS_C=6.6e-40;FGAR-AT_linker=1.9e-23;FGAR-AT_N=9.4e-35;GATase_5=1.1e-103
IFM-58026_004353-T1	RRM_1=6.5e-27;RRM_1=6.5e-27
B6081_000950-T1	p450=6e-40
AF100-12-18_000222-T1	FHA=3e-19
ASFUM08-19-02-46_004724-T1	Abhydrolase_3=1.8e-47;Zn_clus=1.9e-09
AF100-12-21_008446-T1	Beta-lactamase=6.2e-43
F18304_008451-T1	Dimerisation2=1.1e-07;Methyltransf_2=3.3e-28
ASFUM08-12-12-13_003762-T1	Aldo_ket_red=4.1e-49
ASFUM08-12-12-13_001452-T1	ABC2_membrane=3.2e-91;ABC2_membrane=3.2e-91;ABC2_membrane_7=5.3e-14;ABC_tran=2.9e-36;ABC_tran=2.9e-36;ABC_trans_N=3.9e-22;PDR_CDR=6.2e-36
IFM-58401_000208-T1	MA3=5.9e-19;MIF4G=8.2e-25
ASFUM08-12-12-13_004037-T1	RdRP=2.5e-195
ASFUM08-12-12-13_009027-T1	p450=7.1e-55
ASFUM08-12-12-13_005552-T1	GRAM=5.8e-24;VASt=3.8e-36
AF100-12-13_004871-T1	LRR_6=1.3e-11;LRR_6=1.3e-11
ASFUM08-19-02-30_001620-T1	Aldedh=1.5e-153
CM2141_009108-T1	Orn_Arg_deC_N=1.5e-56;Orn_DAP_Arg_deC=4.8e-18
F7763_009943-T1	Dynamin_N=3.9e-10
MO79587EXP_009833-T1	Peptidase_M24=2.4e-38
ASFUM08-19-02-30_003671-T1	MFS_1=5.7e-37;Sugar_tr=5.7e-08;TRI12=2.9e-14
ASFUM08-12-12-13_007990-T1	M20_dimer=8.7e-10;Peptidase_M20=1.4e-09
ASFUM08-19-02-46_009005-T1	2OG-FeII_Oxy=6.7e-10;DIOX_N=4.7e-09;tRNA-synt_2=4.4e-53
AF100-10A_005569-T1	zf-C3H1=3.3e-13
ASFUM08-12-12-13_004736-T1	MFS_1=1e-23;TRI12=1.3e-08
ASFUM08-12-12-13_003051-T1	CYSTM=1.6e-08
IFM-59359_004314-T1	AAA_23=5.4e-09;AAA_29=7.9e-09;SMC_hinge=4.9e-31;SMC_N=1.8e-60
IFM-61407_009645-T1	Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank=9.9e-109;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_2=3.6e-122;Ank_3=3.6e-96;Ank_3=3.6e-96;Ank_3=3.6e-96;Ank_3=3.6e-96;Ank_3=3.6e-96;Ank_3=3.6e-96;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_4=2e-97;Ank_5=4.3e-86;Ank_5=4.3e-86;Ank_5=4.3e-86;Ank_5=4.3e-86
ASFUM08-19-02-30_001676-T1	Trp_DMAT=9.4e-92
B6081_006118-T1	MFS_1=8.6e-32
IFM-61407_006660-T1	Phosphodiest=2.4e-16;Sulfatase=7.2e-09
AF100-10-5_003295-T1	APH=1.5e-08;Choline_kinase=6.2e-64;Choline_kin_N=1.4e-14
W72310_001402-T1	His_Phos_1=3.6e-14
ASFUM12-7504462_002007-T1	MFS_1=3.8e-31;Sugar_tr=1.8e-14
AZTEC-9-222_008644-T1	IMS=1.3e-41;IMS_C=1e-23
CF098_001644-T1	MFS_1=4.4e-29
B5259-CDC-23_005054-T1	Cellulase=2.9e-23;Glyco_hydro_42=1.1e-06;Glyco_hydro_5_C=9.2e-20
ASFUM08-12-12-13_009241-T1	Fungal_trans_2=4.6e-52;Zn_clus=2.1e-09
ASFUM08-12-12-13_007077-T1	Rif1_N=2.9e-144
AZTEC-7-225_003836-T1	Cellulose_synt=3.4e-15;Glycos_transf_2=9.2e-16;Glyco_tranf_2_3=3.8e-23;Glyco_transf_21=7.6e-12;Glyco_trans_2_3=2.1e-19
AF293_009590-T1	DUF3589=1.4e-43
ASFUM08-31-08-91_005301-T1	Methyltransf_11=1.3e-22;Methyltransf_12=1.1e-15;Methyltransf_23=1.8e-14;Methyltransf_25=2.8e-23;Methyltransf_31=1.7e-28;MetW=6.8e-09;MTS=1.4e-08;PCMT=3e-07;Ubie_methyltran=2.2e-16;Zn_clus=1.4e-08
CM3249b_004525-T1	Fungal_trans=1.5e-29;Zn_clus=1.6e-12
W72310_009467-T1	DUF1720=3.2e-12;DUF1720=3.2e-12;SH3_1=2.8e-36;SH3_1=2.8e-36;SH3_1=2.8e-36;SH3_2=1.6e-22;SH3_2=1.6e-22;SH3_9=4.1e-32;SH3_9=4.1e-32;SHD1=1.6e-35
AZTEC-9-222_001627-T1	Na_H_Exchanger=2.9e-79;Nha1_C=1.1e-115
AF100-12-3_002771-T1	DUF4211=9.3e-44
ASFUM08-12-12-13_006011-T1	UNC45-central=9.1e-47
AF100-12-5_006280-T1	MFS_1=8.6e-40
AF100-12-7_001614-T1	Aa_trans=5.7e-46
CM3262_004651-T1	Kinesin=2.3e-93;Microtub_bd=2.1e-20
AF106-6-3_004339-T1	ABC2_membrane=1.9e-51;ABC2_membrane=1.9e-51;ABC2_membrane_7=1.2e-19;ABC2_membrane_7=1.2e-19;ABC_tran=1.5e-51;ABC_tran=1.5e-51
CM6458_008992-T1	Orn_Arg_deC_N=6.7e-63;Orn_DAP_Arg_deC=4e-19
IFM-61407_008968-T1	MFS_1=6.5e-23
NCPF-7820_007739-T1	DIT1_PvcA=2e-59;DIT1_PvcA=2e-59;TauD=1.8e-26
AF210_008840-T1	Epimerase=3.1e-33;GDP_Man_Dehyd=4.8e-31;NAD_binding_4=1.3e-06
IFM-59356-2_000006-T1	FAD_binding_3=5.2e-79;FAD_binding_3=5.2e-79;FAD_binding_3=5.2e-79;Phe_hydrox_dim=3.1e-37
CM7510_009705-T1	Ppx-GppA=5.8e-37
ASFUM08-19-02-46_005090-T1	MFS_1=3.4e-37;Sugar_tr=6.8e-14
ATCC-46645_010086-T1	PHO4=1.4e-114
W72310_000481-T1	PXA=1.4e-47
AF100-10-5_001407-T1	LIM=1.3e-29;LIM=1.3e-29;RhoGAP=5.1e-38
ASFUM08-12-12-13_007842-T1	WD40=6.2e-08
CF337_001283-T1	DUF2428=1.8e-71
AZTEC-9-222_000377-T1	HMG-CoA_red=4.7e-140;HPIH=4.8e-55;Patched=1.1e-07;Sterol-sensing=1.6e-12
ASFUM08-19-02-10_004021-T1	Peptidase_M49=2.8e-168;Peptidase_M49=2.8e-168
AF100-12-17_000094-T1	MFS_1=6.5e-36
AF100-12-7G_009131-T1	Abhydrolase_3=1.9e-08;COesterase=4.6e-102
AF100-10A_002254-T1	MFS_1=2.1e-17
ASFUM08-19-02-46_005149-T1	DUF3818=2.1e-133;PX=4.4e-11;PXB=2.4e-39
ASFUM08-19-02-30_004363-T1	p450=2.4e-45;p450=2.4e-45
ASFUM08-12-12-13_008041-T1	CRT10=6.7e-19
ASFUM08-12-12-13_010204-T1	GH43_C2=5e-39;Glyco_hydro_43=6.8e-69
ASFUM08-12-12-13_001735-T1	Zn_clus=7.1e-07
B5288-CDC-16_008563-T1	NST1=1.7e-76
ASFUM08-19-02-30_009589-T1	Glyco_hydro_28=8.9e-41
ASFUM08-12-12-13_007942-T1	Isochorismatase=3.1e-38;Iso_dh=2.3e-15
ASFUM08-19-02-30_009627-T1	Amidase=7.8e-36
ASFUM08-12-12-13_000865-T1	CorA=1.4e-12;DUF676=7.8e-07
IFM-61407_001097-T1	VIT=1.9e-33;VIT_2=4.8e-19;VWA=2.8e-11;VWA_2=3.3e-11;VWA_3=1.1e-27
ASFUM08-12-12-13_010081-T1	Pectate_lyase_4=3.3e-17
AF100-12-35_004563-T1	DHquinase_I=2e-13;SDH_C=9.9e-11;Shikimate_DH=3.2e-09;Shikimate_dh_N=4.1e-21;SKI=4.4e-13
ASFUM08-12-12-13_005588-T1	RabGAP-TBC=1.1e-47
F7763_010017-T1	p450=4.3e-64
AF100-12-3G_003919-T1	His_Phos_2=2.5e-113;PPIP5K2_N=2.3e-38;RimK=2.6e-07
AZTEC-9-222_009111-T1	AA_permease=6.2e-109;AA_permease_2=1.7e-32
W72310_007101-T1	Gaa1=5.7e-190;Rhomboid=1.2e-16
ASFUM08-12-12-13_005459-T1	Aminotran_1_2=3.3e-89;Cys_Met_Meta_PP=4.7e-07;DegT_DnrJ_EryC1=4.7e-07
ASFUM08-12-12-13_009295-T1	Sortilin-Vps10=1.5e-301;Sortilin-Vps10=1.5e-301;Sortilin_C=2e-95;Sortilin_C=2e-95
AF100-10B_010030-T1	DUF3425=4.2e-25;ThrE=3.2e-73;ThrE_2=7.6e-15
AF100-12-39_002328-T1	Zn_clus=1.7e-10
AF100-12-23_009772-T1	Helicase_C=1.5e-20;HSA=8.9e-12;ResIII=1.4e-11;SNF2-rel_dom=3e-70
AF90_001747-T1	Fungal_trans=4.3e-30;Zn_clus=5.3e-06
AF100-12-3_000434-T1	DUF747=9.5e-119
AF100-12-38_010128-T1	Myosin_head=3e-242;Myosin_TH1=2.9e-57;SH3_1=6.9e-16;SH3_2=1e-09
JN10_002081-T1	CPSF_A=1.2e-09;MMS1_N=7.6e-111
ASFUM08-12-12-13_002590-T1	RIC1=1.4e-87
F21857_003251-T1	ABC_membrane=3.7e-39;ABC_membrane=3.7e-39;ABC_tran=2.1e-44;ABC_tran=2.1e-44
B6081_009707-T1	Glyco_transf_28=1.8e-22;UDPGT=5.9e-06
NCPF-7816_001331-T1	DUF3433=2e-38;DUF3433=2e-38
AF100-12-23_008299-T1	Pkinase=1.8e-38;Pkinase=1.8e-38;PK_Tyr_Ser-Thr=1.2e-15
NCPF-7820_006386-T1	Aminotran_1_2=6.1e-09;Aminotran_5=7.2e-62;Cys_Met_Meta_PP=1.5e-06
IFM-59359_008330-T1	LRR_8=8.9e-25;LRR_8=8.9e-25;LRR_8=8.9e-25;SOG2=4.9e-111
W72310_001739-T1	ADH_N=1.1e-30;ADH_zinc_N=4.1e-12
AF100-12-18_004855-T1	Glyco_transf_90=5.4e-26;p450=2e-50
CF337_009248-T1	GH115_C=2.9e-63;Glyco_hydro_115=6.7e-129
AF100-12-7G_005038-T1	2OG-FeII_Oxy=3.9e-10
AF100-12-13_000508-T1	Gal_mutarotas_2=4.9e-21;Glyco_hydro_31=1.9e-110
AF100-12-7G_003758-T1	Abhydrolase_1=1.6e-17;Abhydrolase_6=2.6e-17;Hydrolase_4=2.7e-12
ASFUM08-12-12-13_006352-T1	PEP-utilizers=7.3e-27;PEP-utilizers_C=1.9e-61;PPDK_N=1.8e-108
AF100-12-38_007998-T1	HLH=6.4e-13
